text,label
Just nw i came to hme da..,benign
"I'm outside islands, head towards hard rock and you'll run into me",benign
To day class is there are no class.,benign
I'm in chennai velachery:),benign
You flippin your shit yet?,benign
"K give me a sec, breaking a  &lt;#&gt;  at cstore",benign
Am i that much bad to avoid like this?,benign
"Yo, you around? Just got my car back",benign
Annoying isn't it.,benign
"Goodmorning, Today i am late for  &lt;#&gt; min.",benign
There's no point hangin on to mr not right if he's not makin u happy,benign
All will come alive.better correct any good looking figure there itself..,benign
In that case I guess I'll see you at campus lodge,benign
We're done...,benign
Come to my home for one last time i wont do anything. Trust me.,benign
I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,benign
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,fraud
Ok... C ya...,benign
You have 1 new voicemail. Please call 08719181503,fraud
What he said is not the matter. My mind saying some other matter is there.,benign
He also knows about lunch menu only da. . I know,benign
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",benign
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,benign
Otherwise had part time job na-tuition..,benign
I know she called me,benign
"Me also da, i feel yesterday night  wait til 2day night dear.",benign
Thanks for understanding. I've been trying to tell sura that.,benign
WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,fraud
The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,benign
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",fraud
I need you to be in my strong arms...,benign
Also maaaan are you missing out,benign
His bday real is in april .,benign
Guessin you ain't gonna be here before 9?,benign
Ok then i will come to ur home after half an hour,benign
"Yo, the game almost over? Want to go to walmart soon",benign
"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",benign
I'll text now! All creepy like so he won't think that we forgot,benign
"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?",benign
You have 1 new voicemail. Please call 08719181513.,fraud
"Damn, can you make it tonight or do you want to just wait til tomorrow",benign
K..k..i'm also fine:)when will you complete the course?,benign
"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",benign
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,fraud
Prakesh is there know.,benign
Teach me apps da. When you come to college.,benign
Rofl betta invest in some  anti aging products,benign
You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,fraud
"sir, you will receive the account no another 1hr time. Sorry for the delay.",benign
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,fraud
So Ì_'ll be submitting da project tmr rite?,benign
FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,fraud
Jus ans me lar. U'll noe later.,benign
I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,benign
have got * few things to do. may be in * pub later.,benign
1's finish meeting call me.,benign
Lol ok. I'll snatch her purse too.,benign
"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",benign
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,benign
How much are we getting?,benign
Is ur paper in e morn or aft tmr?,benign
"Dear relieved of westonzoyland, all going to plan this end too!",benign
Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,benign
Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,benign
"I want to show you the world, princess :) how about europe?",benign
Nobody can decide where to eat and dad wants Chinese,benign
No shoot me. I'm in the docs waiting room. :/,benign
Now? I'm going out 4 dinner soon..,benign
Hello which the site to download songs its urgent pls,benign
"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",benign
Horrible gal. Me in sch doing some stuff. How come u got mc?,benign
"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",benign
"I call you later, don't have network. If urgnt, sms me.",benign
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,benign
Please CALL 08712402779 immediately as there is an urgent message waiting for you,fraud
Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,benign
Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,benign
What your plan for pongal?,benign
Just wait till end of march when el nino gets himself. Oh.,benign
"Not yet chikku..going to room nw, i'm in bus..",benign
Am also doing in cbe only. But have to pay.,benign
Honey boo I'm missing u.,benign
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",benign
"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",benign
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",benign
"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",fraud
Ok. No wahala. Just remember that a friend in need ...,benign
I will see in half an hour,benign
"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",benign
\Hey sorry I didntgive ya a a bellearlier hunny,benign
SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,benign
Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,fraud
"Tee hee. Off to lecture, cheery bye bye.",benign
"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",benign
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,benign
Ok...,benign
network operator. The service is free. For T & C's visit 80488.biz,fraud
Let me know how to contact you. I've you settled in a room. Lets know you are ok.,benign
Wot u up 2 u weirdo?,benign
Can do lor...,benign
Dont put your phone on silent mode ok,benign
Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,benign
Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,benign
Oh ho. Is this the first time u use these type of words,benign
Am I the only one who doesn't stalk profiles?,benign
"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",benign
Yes i thought so. Thanks.,benign
But if she.s drinkin i'm ok.,benign
"Just wondering, the others just took off",benign
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",benign
"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",benign
Happy new year to u too!,benign
"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",benign
Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... ,benign
"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",benign
Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,benign
Happy birthday... May all ur dreams come true...,benign
Aiyah u did ok already lar. E nydc at wheellock?,benign
TELL HER I SAID EAT SHIT.,benign
Sure! I am driving but will reach my destination soon.,benign
"K so am I, how much for an 8th? Fifty?",benign
Your daily text from me ÛÒ a favour this time,benign
Great to hear you are settling well. So what's happenin wit ola?,benign
Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,benign
I tot u reach liao. He said t-shirt.,benign
"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",benign
I cant pick the phone right now. Pls send a message,benign
Your right! I'll make the appointment right now.,benign
Designation is software developer and may be she get chennai:),benign
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,fraud
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",fraud
I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.,benign
"Ok, be careful ! Don't text and drive !",benign
"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",benign
U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,benign
I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,benign
How abt making some of the pics bigger?,benign
Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,benign
"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",benign
Why nothing. Ok anyway give me treat,benign
"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",fraud
Ok...,benign
Correct. So how was work today,benign
"Just sent again. Do you scream and moan in bed, princess?",benign
"I wake up long ago already... Dunno, what other thing?",benign
Oh just getting even with u.... u?,benign
I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,benign
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,benign
Yeah jay's sort of a fucking retard,benign
"Sorry, was in the bathroom, sup",benign
Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,fraud
My exam is for february 4. Wish you a great day.,benign
I dont know what to do to come out of this so only am ask questions like this dont mistake me.,benign
"Aight no rush, I'll ask jay",benign
Good Morning plz call me sir,benign
It's ok lar. U sleep early too... Nite...,benign
"Oh... Icic... K lor, den meet other day...",benign
"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",benign
"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",benign
"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",benign
Then she buying today? ÌÏ no need to c meh...,benign
Aight sorry I take ten years to shower. What's the plan?,benign
Every monday..nxt week vl be completing..,benign
Might ax well im there.,benign
Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,benign
Yeah I'll try to scrounge something up,benign
Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,benign
Were somewhere on Fredericksburg,benign
Que pases un buen tiempo or something like that,benign
Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,benign
She doesnt need any test.,benign
"Nothing much, chillin at home. Any super bowl plan?",benign
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",fraud
Bugis oso near wat... ,benign
Yo theres no class tmrw right?,benign
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,benign
"Goodnight, sleep well da please take care pa. Please.",benign
Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,benign
Convey my regards to him,benign
U ned to convince him tht its not possible witot hurting his feeling its the main,benign
"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",benign
If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,benign
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",benign
Yo dude guess who just got arrested the other day,benign
Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,benign
What does the dance river do?,benign
"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",benign
Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,benign
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",fraud
Bbq this sat at mine from 6ish. Ur welcome 2 come,benign
"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",benign
Alright. I'm out--have a good night!,benign
Did you try making another butt.,benign
Hope you are feeling great. Pls fill me in. Abiola,benign
I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?,benign
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",benign
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",fraud
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",fraud
We're finally ready fyi,benign
Auntie huai juan never pick up her phone,benign
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,fraud
"Ya tel, wats ur problem..",benign
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,fraud
i dnt wnt to tlk wid u,benign
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",benign
Its ok my arm is feeling weak cuz i got a shot so we can go another time,benign
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,benign
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",benign
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,benign
All e best 4 ur exam later.,benign
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,benign
Oh k.i think most of wi and nz players unsold.,benign
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",benign
"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",benign
"Haha just kidding, papa needs drugs",benign
"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",benign
Oh ok..,benign
R we still meeting 4 dinner tonight?,benign
Thats cool! I am a gentleman and will treat you with dignity and respect.,benign
Shall i start from hear.,benign
Then we wait 4 u lor... No need 2 feel bad lar...,benign
No did you check? I got his detailed message now,benign
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,benign
"No, I decided that only people who care about stuff vote and caring about stuff is for losers",benign
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,benign
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,benign
cool. We will have fun practicing making babies!,benign
Actually getting ready to leave the house.,benign
K..k..any special today?,benign
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",fraud
Then we gotta do it after that,benign
"I've got ten bucks, jay is being noncomittal",benign
Where at were hungry too,benign
Pls speak to that customer machan.,benign
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,benign
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",benign
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,fraud
So wats ur opinion abt him and how abt is character?,benign
Jay is snickering and tells me that x is totally fucking up the chords as we speak,benign
No..few hours before.went to hair cut .,benign
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,benign
Lmao. Take a pic and send it to me.,benign
"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",benign
No. She's currently in scotland for that.,benign
Do you work all this week ?,benign
Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,fraud
Lol great now im getting hungry.,benign
Yes.. now only saw your message..,benign
I'll be at mu in like  &lt;#&gt;  seconds,benign
Ok...,benign
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,benign
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",benign
For sale - arsenal dartboard. Good condition but no doubles or trebles!,fraud
Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,benign
"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",benign
Thanks for ve lovely wisheds. You rock,benign
You intrepid duo you! Have a great time and see you both soon. ,benign
I asked sen to come chennai and search for job.,benign
Dad went out oredi... ,benign
"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",benign
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,benign
"Arms fine, how's Cardiff and uni? ",benign
In fact when do you leave? I think addie goes back to school tues or wed,benign
"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""",benign
Ya:)going for restaurant..,benign
"Its ok., i just askd did u knw tht no?",benign
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,fraud
Those ducking chinchillas,benign
I am in a marriage function,benign
Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,benign
DonÛ÷t give a flying monkeys wot they think and I certainly donÛ÷t mind. Any friend of mine and all that!,benign
As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,fraud
say thanks2. ,benign
Msg me when rajini comes.,benign
Ya! when are Ì_ taking ure practical lessons? I start in june..  ,benign
"That's good, because I need drugs",benign
Stupid.its not possible,benign
Can Ì_ all decide faster cos my sis going home liao..,benign
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,fraud
U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,benign
CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA,fraud
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",benign
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,fraud
"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",benign
Kinda. First one gets in at twelve! Aah. Speak tomo,benign
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",fraud
Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,benign
Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,benign
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",fraud
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,benign
I wont touch you with out your permission.,benign
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,fraud
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",benign
Take some small dose tablet for fever,benign
Oh. U must have taken your REAL Valentine out shopping first.,benign
"Just sent you an email ÛÒ to an address with incomm in it, is that right?",benign
"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",benign
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",benign
"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",benign
I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,benign
Why you keeping me away like this,benign
I think its far more than that but find out. Check google maps for a place from your dorm.,benign
My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,benign
Have you always been saying welp?,benign
"I'm a guy, browsin is compulsory",benign
Ok...,benign
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,benign
"Sorry, I'll call later",benign
"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",benign
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",benign
I told your number to gautham..,benign
Tell them no need to investigate about me anywhere.,benign
Ok i juz receive..,benign
"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",benign
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",fraud
In the end she might still vomit but its okay. Not everything will come out.,benign
How are you with moneY...as in to you...money aint a thing....how are you sha!,benign
It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,benign
Hey gals.. Anyone of u going down to e driving centre tmr?,benign
I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,benign
I'm putting it on now. It should be ready for  &lt;TIME&gt; ,benign
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",benign
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",fraud
Host-based IDPS for linux systems.,benign
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",fraud
Don no da:)whats you plan?,benign
Ill be there on  &lt;#&gt;  ok.,benign
Oh my God. I'm almost home,benign
Total video converter free download type this in google search:),benign
Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,fraud
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",benign
Sounds like something that someone testing me would sayy,benign
When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,benign
"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",benign
Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,benign
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",benign
Hows the champ just leaving glasgow!,benign
K:)all the best:)congrats...,benign
I wonder if you'll get this text?,benign
I need to come home and give you some good lovin...,benign
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,fraud
Shall i ask one thing if you dont mistake me.,benign
Check wid corect speling i.e. Sarcasm,benign
"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",fraud
Are you angry with me. What happen dear,benign
I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,benign
Yup ok thanx...,benign
Hi:)cts employee how are you?,benign
Pls pls find out from aunt nike.,benign
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",benign
No screaming means shouting..,benign
Hey what happen de. Are you alright.,benign
Should I have picked up a receipt or something earlier,benign
I think chennai well settled?,benign
Oh dang! I didn't mean o send that to you! Lol!,benign
Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,benign
Horrible bf... I now v hungry...,benign
Remember on that day..,benign
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,fraud
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,benign
All sounds good. Fingers . Makes it difficult to type,benign
Midnight at the earliest,benign
You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,benign
K come to nordstrom when you're done,benign
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,benign
Now press conference da:),benign
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",fraud
After completed degree. There is no use in joining finance.,benign
"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",benign
Shant disturb u anymore... Jia you...,benign
Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,benign
"Me, i dont know again oh",benign
Dude sux for snake. He got old and raiden got buff,benign
He says hi and to get your ass back to south tampa (preferably at a kegger),benign
In e msg jus now. U said thanks for gift.,benign
U too...,benign
Ok how you dear. Did you call chechi,benign
Yeah we do totes. When u wanna?,benign
Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,benign
Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),benign
Wat r u doing?,benign
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,benign
